['metadata.dataVersion', '2']
['info.participants[7].challenges.teamElderDragonKills', 0]
['info.participants[7].challenges.teamRiftHeraldKills', 0]
['info.participants[7].challenges.tookLargeDamageSurvived', 1]
['info.participants[7].challenges.turretPlatesTaken', 0]
['info.participants[7].challenges.turretTakedowns', 0]
['info.participants[7].challenges.turretsTakenWithRiftHerald', 0]
['info.participants[7].challenges.twentyMinionsIn3SecondsCount', 0]
['info.participants[7].challenges.twoWardsOneSweeperCount', 0]
['info.participants[7].challenges.unseenRecalls', 0]
['info.participants[7].challenges.visionScorePerMinute', 0]
['info.participants[7].challenges.voidMonsterKill', 0]
['info.participants[7].challenges.wardTakedowns', 0]
['info.participants[7].challenges.wardTakedownsBefore20M', 0]
['info.participants[7].challenges.wardsGuarded', 11]
['info.participants[7].champExperience', 17000]
['info.participants[7].champLevel', 18]
['info.participants[7].championId', 254]
['info.participants[7].championName', 'Vi']
['info.participants[7].championTransform', 0]
['info.participants[7].commandPings', 1]
['info.participants[7].consumablesPurchased', 7]
['info.participants[7].damageDealtToBuildings', 0]
['info.participants[7].damageDealtToEpicMonsters', 0]
['info.participants[7].damageDealtToObjectives', 0]
['info.participants[7].damageDealtToTurrets', 0]
['info.participants[7].damageSelfMitigated', 52028]
['info.participants[7].dangerPings', 0]
['info.participants[7].deaths', 6]
['info.participants[7].detectorWardsPlaced', 0]
['info.participants[7].doubleKills', 1]
['info.participants[7].dragonKills', 0]
['info.participants[7].eligibleForProgression', True]
['info.participants[7].enemyMissingPings', 0]
['info.participants[7].enemyVisionPings', 0]
['info.participants[7].firstBloodAssist', False]
['info.participants[7].firstBloodKill', False]
['info.participants[7].firstTowerAssist', False]
['info.participants[7].firstTowerKill', False]
['info.participants[7].gameEndedInEarlySurrender', False]
['info.participants[7].gameEndedInSurrender', False]
['info.participants[7].getBackPings', 0]
['info.participants[7].goldEarned', 20625]
['info.participants[7].goldSpent', 23500]
['info.participants[7].holdPings', 0]
['info.participants[7].individualPosition', 'Invalid']
['info.participants[7].inhibitorKills', 0]
['info.participants[7].inhibitorTakedowns', 0]
['info.participants[7].inhibitorsLost', 0]
['info.participants[7].item0', 443059]
['info.participants[7].item1', 226693]
['info.participants[7].item2', 446691]
['info.participants[7].item3', 226676]
['info.participants[7].item4', 226697]
['info.participants[7].item5', 224401]
['info.participants[7].item6', 3348]
['info.participants[7].itemsPurchased', 13]
['info.participants[7].killingSprees', 0]
['info.participants[7].kills', 14]
['info.participants[7].lane', 'BOTTOM']
['info.participants[7].largestCriticalStrike', 875]
['info.participants[7].largestKillingSpree', 5]
['info.participants[7].largestMultiKill', 2]
['info.participants[7].longestTimeSpentLiving', 202]
['info.participants[7].magicDamageDealt', 0]
['info.participants[7].magicDamageDealtToChampions', 0]
['info.participants[7].magicDamageTaken', 22972]
['info.participants[7].missions.playerScore0', 2]
['info.participants[7].missions.playerScore1', 13]
['info.participants[7].missions.playerScore2', 1589.533203125]
['info.participants[7].missions.playerScore3', 0.5752314925193787]
['info.participants[7].missions.playerScore4', 8.90000057220459]
['info.participants[7].missions.playerScore5', 5853.55859375]
['info.participants[7].missions.playerScore6', 2385.29931640625]
['info.participants[7].missions.playerScore7', 798.6923217773438]
['info.participants[7].missions.playerScore8', 6.8599534034729]
['info.participants[7].missions.playerScore9', 0]
['info.participants[7].missions.playerScore10', 0]
['info.participants[7].missions.playerScore11', 0]
['info.participants[7].needVisionPings', 0]
['info.participants[7].neutralMinionsKilled', 0]
['info.participants[7].nexusKills', 0]
['info.participants[7].nexusLost', 0]
['info.participants[7].nexusTakedowns', 0]
['info.participants[7].objectivesStolen', 0]
['info.participants[7].objectivesStolenAssists', 0]
['info.participants[7].onMyWayPings', 0]
['info.participants[7].participantId', 8]
['info.participants[7].pentaKills', 0]
['info.participants[7].perks.statPerks.defense', 0]
['info.participants[7].perks.statPerks.flex', 0]
['info.participants[7].perks.statPerks.offense', 0]
['info.participants[7].perks.styles[0].description', 'primaryStyle']
['info.participants[7].perks.styles[0].selections[0].perk', 0]
['info.participants[7].perks.styles[0].selections[0].var1', 0]
['info.participants[7].perks.styles[0].selections[0].var2', 0]
['info.participants[7].perks.styles[0].selections[0].var3', 0]
['info.participants[7].perks.styles[0].selections[1].perk', 0]
['info.participants[7].perks.styles[0].selections[1].var1', 0]
['info.participants[7].perks.styles[0].selections[1].var2', 0]
['info.participants[7].perks.styles[0].selections[1].var3', 0]
['info.participants[7].perks.styles[0].selections[2].perk', 0]
['info.participants[7].perks.styles[0].selections[2].var1', 0]
['info.participants[7].perks.styles[0].selections[2].var2', 0]
['info.participants[7].perks.styles[0].selections[2].var3', 0]
['info.participants[7].perks.styles[0].selections[3].perk', 0]
['info.participants[7].perks.styles[0].selections[3].var1', 0]
['info.participants[7].perks.styles[0].selections[3].var2', 0]
['info.participants[7].perks.styles[0].selections[3].var3', 0]
['info.participants[7].perks.styles[0].style', 0]
['info.participants[7].perks.styles[1].description', 'subStyle']
['info.participants[7].perks.styles[1].selections[0].perk', 0]
['info.participants[7].perks.styles[1].selections[0].var1', 0]
['info.participants[7].perks.styles[1].selections[0].var2', 0]
['info.participants[7].perks.styles[1].selections[0].var3', 0]
['info.participants[7].perks.styles[1].selections[1].perk', 0]
['info.participants[7].perks.styles[1].selections[1].var1', 0]
['info.participants[7].perks.styles[1].selections[1].var2', 0]
['info.participants[7].perks.styles[1].selections[1].var3', 0]
['info.participants[7].perks.styles[1].style', 0]
['info.participants[7].physicalDamageDealt', 179292]
['info.participants[7].physicalDamageDealtToChampions', 75179]
['info.participants[7].physicalDamageTaken', 7406]
['info.participants[7].placement', 2]
['info.participants[7].playerAugment1', 73]
['info.participants[7].playerAugment2', 242]
['info.participants[7].playerAugment3', 27]
['info.participants[7].playerAugment4', 103]
['info.participants[7].playerAugment5', 82]
['info.participants[7].playerAugment6', 0]
['info.participants[7].playerSubteamId', 7]
['info.participants[7].profileIcon', 6871]
['info.participants[7].pushPings', 0]
['info.participants[7].puuid', 'BECdYUqiS7svhPUT4EQClJ5YkcZS7yUeZ4mPHXeyXPy0QoEQ_R6Pdcqff98MuJTw5W0ub36BQwJDGw']
['info.participants[7].quadraKills', 0]
['info.participants[7].retreatPings', 0]
['info.participants[7].riotIdGameName', 'InstaDayum']
['info.participants[7].riotIdTagline', 'NA1']
['info.participants[7].role', 'SUPPORT']
['info.participants[7].sightWardsBoughtInGame', 0]
['info.participants[7].spell1Casts', 98]
['info.participants[7].spell2Casts', 0]
['info.participants[7].spell3Casts', 78]
['info.participants[7].spell4Casts', 17]
['info.participants[7].subteamPlacement', 2]
['info.participants[7].summoner1Casts', 7]
['info.participants[7].summoner1Id', 2202]
['info.participants[7].summoner2Casts', 9]
['info.participants[7].summoner2Id', 2201]
['info.participants[7].summonerId', 'Zqi_m_jpqQpNcAKqnf8xjuf9C5HOPUF2MUEBLAZqsSLxRTtS']
['info.participants[7].summonerLevel', 274]
['info.participants[7].summonerName', '']
['info.participants[7].teamEarlySurrendered', False]
['info.participants[7].teamId', 100]
['info.participants[7].teamPosition', '']
['info.participants[7].timeCCingOthers', 73]
['info.participants[7].timePlayed', 1589]
['info.participants[7].totalAllyJungleMinionsKilled', 0]
['info.participants[7].totalDamageDealt', 193109]
['info.participants[7].totalDamageDealtToChampions', 76096]
['info.participants[7].totalDamageShieldedOnTeammates', 0]
['info.participants[7].totalDamageTaken', 31008]
['info.participants[7].totalEnemyJungleMinionsKilled', 0]
['info.participants[7].totalHeal', 10383]
['info.participants[7].totalHealsOnTeammates', 0]
['info.participants[7].totalMinionsKilled', 0]
['info.participants[7].totalTimeCCDealt', 89]
['info.participants[7].totalTimeSpentDead', 884]
['info.participants[7].totalUnitsHealed', 1]
['info.participants[7].tripleKills', 0]
['info.participants[7].trueDamageDealt', 13817]
['info.participants[7].trueDamageDealtToChampions', 917]
['info.participants[7].trueDamageTaken', 630]
['info.participants[7].turretKills', 0]
['info.participants[7].turretTakedowns', 0]
['info.participants[7].turretsLost', 0]
['info.participants[7].unrealKills', 0]
['info.participants[7].visionClearedPings', 0]
['info.participants[7].visionScore', 0]
['info.participants[7].visionWardsBoughtInGame', 0]
['info.participants[7].wardsKilled', 0]
['info.participants[7].wardsPlaced', 0]
['info.participants[7].win', True]
['info.participants[8].PlayerScore0', 7]
['info.participants[8].PlayerScore1', 8]
['info.participants[8].PlayerScore10', 0]
['info.participants[8].PlayerScore11', 0]
['info.participants[8].PlayerScore2', 999.158203125]
['info.participants[8].PlayerScore3', 0.5201388597488403]
['info.participants[8].PlayerScore4', 0.8500001430511475]
['info.participants[8].PlayerScore5', 3081.67431640625]
['info.participants[8].PlayerScore6', 4095.88427734375]
['info.participants[8].PlayerScore7', 625.125]
['info.participants[8].PlayerScore8', 14.731385231018066]
['info.participants[8].PlayerScore9', 0]
['info.participants[8].allInPings', 0]
['info.participants[8].assistMePings', 0]
['info.participants[8].assists', 2]
['info.participants[8].baronKills', 0]
['info.participants[8].basicPings', 0]
['info.participants[8].challenges.12AssistStreakCount', 0]
['info.participants[8].challenges.HealFromMapSources', 5498.860820770264]
['info.participants[8].challenges.InfernalScalePickup', 0]
['info.participants[8].challenges.SWARM_DefeatAatrox', 0]
['info.participants[8].challenges.SWARM_DefeatBriar', 0]
['info.participants[8].challenges.SWARM_DefeatMiniBosses', 0]
['info.participants[8].challenges.SWARM_EvolveWeapon', 0]
['info.participants[8].challenges.SWARM_Have3Passives', 0]
['info.participants[8].challenges.SWARM_KillEnemy', 0]
['info.participants[8].challenges.SWARM_PickupGold', 0]
['info.participants[8].challenges.SWARM_ReachLevel50', 0]
['info.participants[8].challenges.SWARM_Survive15Min', 0]
['info.participants[8].challenges.SWARM_WinWith5EvolvedWeapons', 0]
['info.participants[8].challenges.abilityUses', 118]
['info.participants[8].challenges.acesBefore15Minutes', 1]
['info.participants[8].challenges.alliedJungleMonsterKills', 0]
['info.participants[8].challenges.baronTakedowns', 0]
['info.participants[8].challenges.blastConeOppositeOpponentCount', 0]
['info.participants[8].challenges.bountyGold', 0]
['info.participants[8].challenges.buffsStolen', 0]
['info.participants[8].challenges.completeSupportQuestInTime', 0]
['info.participants[8].challenges.controlWardsPlaced', 0]
['info.participants[8].challenges.damagePerMinute', 927.5489529104169]
['info.participants[8].challenges.damageTakenOnTeamPercentage', 0.10460985240680282]
['info.participants[8].challenges.dancedWithRiftHerald', 0]
['info.participants[8].challenges.deathsByEnemyChamps', 7]
['info.participants[8].challenges.dodgeSkillShotsSmallWindow', 0]
['info.participants[8].challenges.doubleAces', 0]
['info.participants[8].challenges.dragonTakedowns', 0]
['info.participants[8].challenges.effectiveHealAndShielding', 0]
['info.participants[8].challenges.elderDragonKillsWithOpposingSoul', 0]
['info.participants[8].challenges.elderDragonMultikills', 0]
['info.participants[8].challenges.enemyChampionImmobilizations', 24]
['info.participants[8].challenges.enemyJungleMonsterKills', 0]
['info.participants[8].challenges.epicMonsterKillsNearEnemyJungler', 0]
['info.participants[8].challenges.epicMonsterKillsWithin30SecondsOfSpawn', 0]
['info.participants[8].challenges.epicMonsterSteals', 0]
['info.participants[8].challenges.epicMonsterStolenWithoutSmite', 0]
['info.participants[8].challenges.firstTurretKilled', 0]
['info.participants[8].challenges.fistBumpParticipation', 0]
['info.participants[8].challenges.flawlessAces', 1]
['info.participants[8].challenges.fullTeamTakedown', 0]
['info.participants[8].challenges.gameLength', 1594.744587047]
['info.participants[8].challenges.getTakedownsInAllLanesEarlyJungleAsLaner', 0]
['info.participants[8].challenges.goldPerMinute', 291.5827423255556]
['info.participants[8].challenges.hadOpenNexus', 0]
['info.participants[8].challenges.immobilizeAndKillWithAlly', 3]
['info.participants[8].challenges.initialBuffCount', 0]
['info.participants[8].challenges.initialCrabCount', 0]
['info.participants[8].challenges.jungleCsBefore10Minutes', 0]
['info.participants[8].challenges.junglerTakedownsNearDamagedEpicMonster', 0]
['info.participants[8].challenges.kTurretsDestroyedBeforePlatesFall', 0]
['info.participants[8].challenges.kda', 0.7142857142857143]
['info.participants[8].challenges.killAfterHiddenWithAlly', 0]
['info.participants[8].challenges.killParticipation', 0.19230769230769232]
['info.participants[8].challenges.killedChampTookFullTeamDamageSurvived', 0]
['info.participants[8].challenges.killingSprees', 1]
['info.participants[8].challenges.killsNearEnemyTurret', 0]
['info.participants[8].challenges.killsOnOtherLanesEarlyJungleAsLaner', 0]
['info.participants[8].challenges.killsOnRecentlyHealedByAramPack', 0]
['info.participants[8].challenges.killsUnderOwnTurret', 0]
['info.participants[8].challenges.killsWithHelpFromEpicMonster', 0]
['info.participants[8].challenges.knockEnemyIntoTeamAndKill', 0]
['info.participants[8].challenges.landSkillShotsEarlyGame', 0]
['info.participants[8].challenges.laneMinionsFirst10Minutes', 0]
['info.participants[8].challenges.legendaryCount', 0]
['info.participants[8].challenges.lostAnInhibitor', 0]
['info.participants[8].challenges.maxKillDeficit', 0]
['info.participants[8].challenges.mejaisFullStackInTime', 0]
['info.participants[8].challenges.moreEnemyJungleThanOpponent', 0]
['info.participants[8].challenges.multiKillOneSpell', 0]
['info.participants[8].challenges.multiTurretRiftHeraldCount', 0]
['info.participants[8].challenges.multikills', 0]
['info.participants[8].challenges.multikillsAfterAggressiveFlash', 0]
['info.participants[8].challenges.outerTurretExecutesBefore10Minutes', 0]
['info.participants[8].challenges.outnumberedKills', 0]
['info.participants[8].challenges.outnumberedNexusKill', 0]
['info.participants[8].challenges.perfectDragonSoulsTaken', 0]
['info.participants[8].challenges.perfectGame', 0]
['info.participants[8].challenges.pickKillWithAlly', 5]
['info.participants[8].challenges.poroExplosions', 0]
['info.participants[8].challenges.quickCleanse', 0]
['info.participants[8].challenges.quickFirstTurret', 0]
['info.participants[8].challenges.quickSoloKills', 0]
['info.participants[8].challenges.riftHeraldTakedowns', 0]
['info.participants[8].challenges.saveAllyFromDeath', 0]
['info.participants[8].challenges.scuttleCrabKills', 0]
['info.participants[8].challenges.skillshotsDodged', 3]
['info.participants[8].challenges.skillshotsHit', 1]
['info.participants[8].challenges.snowballsHit', 0]
['info.participants[8].challenges.soloBaronKills', 0]
['info.participants[8].challenges.soloKills', 0]
['info.participants[8].challenges.stealthWardsPlaced', 0]
['info.participants[8].challenges.survivedSingleDigitHpCount', 0]
['info.participants[8].challenges.survivedThreeImmobilizesInFight', 4]
['info.participants[8].challenges.takedownOnFirstTurret', 0]
['info.participants[8].challenges.takedowns', 5]
['info.participants[8].challenges.takedownsAfterGainingLevelAdvantage', 0]
['info.participants[8].challenges.takedownsBeforeJungleMinionSpawn', 0]
['info.participants[8].challenges.takedownsFirstXMinutes', 5]
['info.participants[8].challenges.takedownsInAlcove', 0]
['info.participants[8].challenges.takedownsInEnemyFountain', 0]
['info.participants[8].challenges.teamBaronKills', 0]
['info.participants[8].challenges.teamDamagePercentage', 0.1122172551524212]
['info.participants[8].challenges.teamElderDragonKills', 0]
['info.participants[8].challenges.teamRiftHeraldKills', 0]
['info.participants[8].challenges.tookLargeDamageSurvived', 0]
['info.participants[8].challenges.turretPlatesTaken', 0]
['info.participants[8].challenges.turretTakedowns', 0]
['info.participants[8].challenges.turretsTakenWithRiftHerald', 0]
['info.participants[8].challenges.twentyMinionsIn3SecondsCount', 0]
['info.participants[8].challenges.twoWardsOneSweeperCount', 0]
['info.participants[8].challenges.unseenRecalls', 0]
['info.participants[8].challenges.visionScorePerMinute', 0]
['info.participants[8].challenges.voidMonsterKill', 0]
['info.participants[8].challenges.wardTakedowns', 0]
['info.participants[8].challenges.wardTakedownsBefore20M', 0]
['info.participants[8].challenges.wardsGuarded', 9]
['info.participants[8].champExperience', 13000]
['info.participants[8].champLevel', 14]
['info.participants[8].championId', 59]
['info.participants[8].championName', 'JarvanIV']
['info.participants[8].championTransform', 0]
['info.participants[8].commandPings', 0]
['info.participants[8].consumablesPurchased', 1]
['info.participants[8].damageDealtToBuildings', 0]
['info.participants[8].damageDealtToEpicMonsters', 0]
['info.participants[8].damageDealtToObjectives', 0]
['info.participants[8].damageDealtToTurrets', 0]
['info.participants[8].damageSelfMitigated', 43818]
['info.participants[8].dangerPings', 0]
['info.participants[8].deaths', 7]
['info.participants[8].detectorWardsPlaced', 0]
['info.participants[8].doubleKills', 0]
['info.participants[8].dragonKills', 0]
['info.participants[8].eligibleForProgression', True]
['info.participants[8].enemyMissingPings', 0]
['info.participants[8].enemyVisionPings', 0]
['info.participants[8].firstBloodAssist', False]
['info.participants[8].firstBloodKill', False]
['info.participants[8].firstTowerAssist', False]
['info.participants[8].firstTowerKill', False]
['info.participants[8].gameEndedInEarlySurrender', False]
['info.participants[8].gameEndedInSurrender', False]
['info.participants[8].getBackPings', 0]
['info.participants[8].goldEarned', 7750]
['info.participants[8].goldSpent', 8000]
['info.participants[8].holdPings', 0]
['info.participants[8].individualPosition', 'Invalid']
['info.participants[8].inhibitorKills', 0]
['info.participants[8].inhibitorTakedowns', 0]
['info.participants[8].inhibitorsLost', 0]
['info.participants[8].item0', 226664]
['info.participants[8].item1', 447122]
['info.participants[8].item2', 223047]
['info.participants[8].item3', 223074]
['info.participants[8].item4', 223078]
['info.participants[8].item5', 0]
['info.participants[8].item6', 3348]
['info.participants[8].itemsPurchased', 5]
['info.participants[8].killingSprees', 0]
['info.participants[8].kills', 3]
['info.participants[8].lane', 'TOP']
['info.participants[8].largestCriticalStrike', 0]
['info.participants[8].largestKillingSpree', 3]
['info.participants[8].largestMultiKill', 1]
['info.participants[8].longestTimeSpentLiving', 97]
['info.participants[8].magicDamageDealt', 26782]
['info.participants[8].magicDamageDealtToChampions', 9662]
['info.participants[8].magicDamageTaken', 16494]
['info.participants[8].missions.playerScore0', 7]
['info.participants[8].missions.playerScore1', 8]
['info.participants[8].missions.playerScore2', 999.158203125]
['info.participants[8].missions.playerScore3', 0.5201388597488403]
['info.participants[8].missions.playerScore4', 0.8500001430511475]
['info.participants[8].missions.playerScore5', 3081.67431640625]
['info.participants[8].missions.playerScore6', 4095.88427734375]
['info.participants[8].missions.playerScore7', 625.125]
['info.participants[8].missions.playerScore8', 14.731385231018066]
['info.participants[8].missions.playerScore9', 0]
['info.participants[8].missions.playerScore10', 0]
['info.participants[8].missions.playerScore11', 0]
['info.participants[8].needVisionPings', 0]
['info.participants[8].neutralMinionsKilled', 0]
['info.participants[8].nexusKills', 0]
['info.participants[8].nexusLost', 0]
['info.participants[8].nexusTakedowns', 0]
['info.participants[8].objectivesStolen', 0]
['info.participants[8].objectivesStolenAssists', 0]
['info.participants[8].onMyWayPings', 0]
['info.participants[8].participantId', 9]
['info.participants[8].pentaKills', 0]
['info.participants[8].perks.statPerks.defense', 0]
['info.participants[8].perks.statPerks.flex', 0]
['info.participants[8].perks.statPerks.offense', 0]
['info.participants[8].perks.styles[0].description', 'primaryStyle']
['info.participants[8].perks.styles[0].selections[0].perk', 0]
['info.participants[8].perks.styles[0].selections[0].var1', 0]
['info.participants[8].perks.styles[0].selections[0].var2', 0]
['info.participants[8].perks.styles[0].selections[0].var3', 0]
['info.participants[8].perks.styles[0].selections[1].perk', 0]
['info.participants[8].perks.styles[0].selections[1].var1', 0]
['info.participants[8].perks.styles[0].selections[1].var2', 0]
['info.participants[8].perks.styles[0].selections[1].var3', 0]
['info.participants[8].perks.styles[0].selections[2].perk', 0]
['info.participants[8].perks.styles[0].selections[2].var1', 0]
['info.participants[8].perks.styles[0].selections[2].var2', 0]
['info.participants[8].perks.styles[0].selections[2].var3', 0]
['info.participants[8].perks.styles[0].selections[3].perk', 0]
['info.participants[8].perks.styles[0].selections[3].var1', 0]
['info.participants[8].perks.styles[0].selections[3].var2', 0]
['info.participants[8].perks.styles[0].selections[3].var3', 0]
['info.participants[8].perks.styles[0].style', 0]
['info.participants[8].perks.styles[1].description', 'subStyle']
['info.participants[8].perks.styles[1].selections[0].perk', 0]
['info.participants[8].perks.styles[1].selections[0].var1', 0]
['info.participants[8].perks.styles[1].selections[0].var2', 0]
['info.participants[8].perks.styles[1].selections[0].var3', 0]
['info.participants[8].perks.styles[1].selections[1].perk', 0]
['info.participants[8].perks.styles[1].selections[1].var1', 0]
['info.participants[8].perks.styles[1].selections[1].var2', 0]
['info.participants[8].perks.styles[1].selections[1].var3', 0]
['info.participants[8].perks.styles[1].style', 0]
['info.participants[8].physicalDamageDealt', 30607]
['info.participants[8].physicalDamageDealtToChampions', 14990]
['info.participants[8].physicalDamageTaken', 12819]
['info.participants[8].placement', 7]
['info.participants[8].playerAugment1', 181]
['info.participants[8].playerAugment2', 242]
['info.participants[8].playerAugment3', 174]
['info.participants[8].playerAugment4', 149]
['info.participants[8].playerAugment5', 0]
['info.participants[8].playerAugment6', 0]
['info.participants[8].playerSubteamId', 3]
['info.participants[8].profileIcon', 5024]
['info.participants[8].pushPings', 0]
['info.participants[8].puuid', '0qJPEm6FlzOCPuw400ZWQDxQwT4tG8MCpbRIxNukKdFzpCAE0M3L4rF_UdY84DxWlGht-wW5QiDreA']
['info.participants[8].quadraKills', 0]
['info.participants[8].retreatPings', 0]
['info.participants[8].riotIdGameName', 'Rivens Onlyfans']
['info.participants[8].riotIdTagline', 'OnlyF']
['info.participants[8].role', 'SOLO']
['info.participants[8].sightWardsBoughtInGame', 0]
['info.participants[8].spell1Casts', 44]
['info.participants[8].spell2Casts', 29]
['info.participants[8].spell3Casts', 33]
['info.participants[8].spell4Casts', 12]
['info.participants[8].subteamPlacement', 7]
['info.participants[8].summoner1Casts', 4]
['info.participants[8].summoner1Id', 2202]
['info.participants[8].summoner2Casts', 8]
['info.participants[8].summoner2Id', 2201]
['info.participants[8].summonerId', '9Jpw6vwBvobxxTtpawC2LFUNjycNjnWWnkIWAGHAiaHPtqY']
['info.participants[8].summonerLevel', 390]
['info.participants[8].summonerName', '']
['info.participants[8].teamEarlySurrendered', False]
['info.participants[8].teamId', 200]
['info.participants[8].teamPosition', '']
['info.participants[8].timeCCingOthers', 30]
['info.participants[8].timePlayed', 999]
['info.participants[8].totalAllyJungleMinionsKilled', 0]
['info.participants[8].totalDamageDealt', 57389]
['info.participants[8].totalDamageDealtToChampions', 24653]
['info.participants[8].totalDamageShieldedOnTeammates', 0]
['info.participants[8].totalDamageTaken', 32767]
['info.participants[8].totalEnemyJungleMinionsKilled', 0]
['info.participants[8].totalHeal', 5001]
['info.participants[8].totalHealsOnTeammates', 0]
['info.participants[8].totalMinionsKilled', 0]
['info.participants[8].totalTimeCCDealt', 117]
['info.participants[8].totalTimeSpentDead', 237]
['info.participants[8].totalUnitsHealed', 1]
['info.participants[8].tripleKills', 0]
['info.participants[8].trueDamageDealt', 0]
['info.participants[8].trueDamageDealtToChampions', 0]
['info.participants[8].trueDamageTaken', 3453]
['info.participants[8].turretKills', 0]
['info.participants[8].turretTakedowns', 0]
['info.participants[8].turretsLost', 0]
['info.participants[8].unrealKills', 0]
['info.participants[8].visionClearedPings', 0]
['info.participants[8].visionScore', 0]
['info.participants[8].visionWardsBoughtInGame', 0]
['info.participants[8].wardsKilled', 0]
['info.participants[8].wardsPlaced', 0]
['info.participants[8].win', False]
['info.participants[9].PlayerScore0', 7]
['info.participants[9].PlayerScore1', 8]
['info.participants[9].PlayerScore10', 0]
['info.participants[9].PlayerScore11', 0]
['info.participants[9].PlayerScore2', 999.158203125]
['info.participants[9].PlayerScore3', 0.5201388597488403]
['info.participants[9].PlayerScore4', 0.6500000953674316]
['info.participants[9].PlayerScore5', 1539.3297119140625]
['info.participants[9].PlayerScore6', 4628.6611328125]
['info.participants[9].PlayerScore7', 1008.75]
['info.participants[9].PlayerScore8', 23.04180908203125]
['info.participants[9].PlayerScore9', 0]
['info.participants[9].allInPings', 0]
['info.participants[9].assistMePings', 0]
['info.participants[9].assists', 3]
['info.participants[9].baronKills', 0]
['info.participants[9].basicPings', 0]
['info.participants[9].challenges.12AssistStreakCount', 0]
['info.participants[9].challenges.HealFromMapSources', 3621.6547927856445]
['info.participants[9].challenges.InfernalScalePickup', 0]
['info.participants[9].challenges.SWARM_DefeatAatrox', 0]
['info.participants[9].challenges.SWARM_DefeatBriar', 0]
['info.participants[9].challenges.SWARM_DefeatMiniBosses', 0]
['info.participants[9].challenges.SWARM_EvolveWeapon', 0]
['info.participants[9].challenges.SWARM_Have3Passives', 0]
['info.participants[9].challenges.SWARM_KillEnemy', 0]
['info.participants[9].challenges.SWARM_PickupGold', 0]
['info.participants[9].challenges.SWARM_ReachLevel50', 0]
['info.participants[9].challenges.SWARM_Survive15Min', 0]
['info.participants[9].challenges.SWARM_WinWith5EvolvedWeapons', 0]
['info.participants[9].challenges.abilityUses', 116]
['info.participants[9].challenges.acesBefore15Minutes', 1]
['info.participants[9].challenges.alliedJungleMonsterKills', 0]
['info.participants[9].challenges.baronTakedowns', 0]
['info.participants[9].challenges.blastConeOppositeOpponentCount', 0]
['info.participants[9].challenges.bountyGold', 0]
['info.participants[9].challenges.buffsStolen', 0]
['info.participants[9].challenges.completeSupportQuestInTime', 0]
['info.participants[9].challenges.controlWardsPlaced', 0]
['info.participants[9].challenges.damagePerMinute', 463.3207522509521]
['info.participants[9].challenges.damageTakenOnTeamPercentage', 0.11821709920443224]
['info.participants[9].challenges.dancedWithRiftHerald', 0]
['info.participants[9].challenges.deathsByEnemyChamps', 7]
['info.participants[9].challenges.dodgeSkillShotsSmallWindow', 0]
['info.participants[9].challenges.doubleAces', 0]
['info.participants[9].challenges.dragonTakedowns', 0]
['info.participants[9].challenges.effectiveHealAndShielding', 0]
['info.participants[9].challenges.elderDragonKillsWithOpposingSoul', 0]
['info.participants[9].challenges.elderDragonMultikills', 0]
['info.participants[9].challenges.enemyChampionImmobilizations', 104]
['info.participants[9].challenges.enemyJungleMonsterKills', 0]
['info.participants[9].challenges.epicMonsterKillsNearEnemyJungler', 0]
['info.participants[9].challenges.epicMonsterKillsWithin30SecondsOfSpawn', 0]
['info.participants[9].challenges.epicMonsterSteals', 0]
['info.participants[9].challenges.epicMonsterStolenWithoutSmite', 0]
['info.participants[9].challenges.firstTurretKilled', 0]
['info.participants[9].challenges.fistBumpParticipation', 0]
['info.participants[9].challenges.flawlessAces', 1]
['info.participants[9].challenges.fullTeamTakedown', 0]
['info.participants[9].challenges.gameLength', 1594.744587047]
['info.participants[9].challenges.getTakedownsInAllLanesEarlyJungleAsLaner', 0]
['info.participants[9].challenges.goldPerMinute', 253.9591626706452]
['info.participants[9].challenges.hadOpenNexus', 0]
['info.participants[9].challenges.immobilizeAndKillWithAlly', 4]
['info.participants[9].challenges.initialBuffCount', 0]
['info.participants[9].challenges.initialCrabCount', 0]
['info.participants[9].challenges.jungleCsBefore10Minutes', 0]
['info.participants[9].challenges.junglerTakedownsNearDamagedEpicMonster', 0]
['info.participants[9].challenges.kTurretsDestroyedBeforePlatesFall', 0]
['info.participants[9].challenges.kda', 0.7142857142857143]
['info.participants[9].challenges.killAfterHiddenWithAlly', 0]
['info.participants[9].challenges.killParticipation', 0.19230769230769232]
['info.participants[9].challenges.killedChampTookFullTeamDamageSurvived', 0]
['info.participants[9].challenges.killingSprees', 0]
['info.participants[9].challenges.killsNearEnemyTurret', 0]
['info.participants[9].challenges.killsOnOtherLanesEarlyJungleAsLaner', 0]
['info.participants[9].challenges.killsOnRecentlyHealedByAramPack', 0]
['info.participants[9].challenges.killsUnderOwnTurret', 0]
['info.participants[9].challenges.killsWithHelpFromEpicMonster', 0]
['info.participants[9].challenges.knockEnemyIntoTeamAndKill', 1]
['info.participants[9].challenges.landSkillShotsEarlyGame', 0]
['info.participants[9].challenges.laneMinionsFirst10Minutes', 0]
['info.participants[9].challenges.legendaryCount', 0]
['info.participants[9].challenges.lostAnInhibitor', 0]
['info.participants[9].challenges.maxKillDeficit', 0]
['info.participants[9].challenges.mejaisFullStackInTime', 0]
['info.participants[9].challenges.moreEnemyJungleThanOpponent', 0]
